Link,Unnamed: 0,has_been_scraped,Question,Category,Outcomes,Outcomes.1,Prices,Prices.1,24h Volume,Total Volume,Liquidity,Open Interest,Trades,End Date,Resolved,Whales,LPs,Trades.1,Name,ID
https://polymarketwhales.info/transactions?market=0x6ed4d4f4a386da0dd55768290796b35da1399abe&page=1,1330,0.0,NBA: Will the Celtics beat the Thunder by more than 10.5 points in their November 20th matchup?,Sports,Yes,No,0,1,$0,"$10,641",1000,"$8,244",209,Sat Nov 20 2021,True,Whales,LPs,Trades,NBA: Will the Celtics beat the Thunder by more than 10.5 points in their November 20th matchup?,0x6ed4d4f4a386da0dd55768290796b35da1399abe
https://polymarketwhales.info/transactions?market=0xb1008c907f01e76081076aa686b43665a31ba60f&page=1,1457,0.0,Who will have a higher net worth on February 20: Mark Zuckerberg or Larry Page?,Business,Mark Zuckerberg,Larry Page,0,1,$0,"$8,780",337,"$34,975",209,Sun Feb 20 2022,True,Whales,LPs,Trades,Who will have a higher net worth on February 20: Mark Zuckerberg or Larry Page?,0xb1008c907f01e76081076aa686b43665a31ba60f
https://polymarketwhales.info/transactions?market=0xf9d8a8692c3169488722a2ab24bbe4005614a49a&page=1,616,0.0,NBA: Who will win the Jazz v. Bucks game on October 31st?,Sports,Bucks,Jazz,0,1,$0,"$35,860",202,"$48,334",209,Sun Oct 31 2021,True,Whales,LPs,Trades,NBA: Who will win the Jazz v. Bucks game on October 31st?,0xf9d8a8692c3169488722a2ab24bbe4005614a49a
https://polymarketwhales.info/transactions?market=0xce85f9e3bc681c4aba9519a0170f8bb203f052da&page=1,815,0.0,Will Magnus Carlsen or Hikaru Nakamura win in their FTX Crypto Cup preliminary match?,Chess,Carlsen,Nakamura,0.5,0.5,$0,"$23,841",26,$660,209,Tue May 25 2021,True,Whales,LPs,Trades,Will Magnus Carlsen or Hikaru Nakamura win in their FTX Crypto Cup preliminary match?,0xce85f9e3bc681c4aba9519a0170f8bb203f052da
https://polymarketwhales.info/transactions?market=0xe0520150de8823a806360f5f96f56eae3bbbc684&page=1,2408,0.0,"NBA: Who will win the Pelicans vs. Rockets, scheduled for February 6 (7 PM ET)?",Sports,Pelicans,Rockets,1,0,$0,"$2,197",320,"$2,032",209,Sun Feb 06 2022,True,Whales,LPs,Trades,"NBA: Who will win the Pelicans vs. Rockets, scheduled for February 6 (7 PM ET)?",0xe0520150de8823a806360f5f96f56eae3bbbc684
https://polymarketwhales.info/transactions?market=0xf52f3c179e13d5fc861ddd79a172447b815e60be&page=1,1034,0.0,Will the Knicks beat the Pelicans by more than 5.5 points in their October 30th matchup?,Sports,Yes,No,1,0,$0,"$16,727",774,"$26,871",209,Sat Oct 30 2021,True,Whales,LPs,Trades,Will the Knicks beat the Pelicans by more than 5.5 points in their October 30th matchup?,0xf52f3c179e13d5fc861ddd79a172447b815e60be
https://polymarketwhales.info/transactions?market=0x1547f6153a5a8b386e8c2e5fefe9c0f1de2dc2f3&page=1,1574,0.0,Will the Hornets beat the Magic by more than 5.5 points in their October 27th matchup?,Sports,Yes,No,1,0,$0,"$7,413",50,"$2,018",209,Wed Oct 27 2021,True,Whales,LPs,Trades,Will the Hornets beat the Magic by more than 5.5 points in their October 27th matchup?,0x1547f6153a5a8b386e8c2e5fefe9c0f1de2dc2f3
https://polymarketwhales.info/transactions?market=0x30507b2cd2961693e67ba0b565c920ef398f666e&page=1,1499,0.0,2021 World Series: Who will win Braves v. Astros Game 5 on October 31st,Sports,Braves,Astros,0,1,$0,"$8,299",100,"$1,815",210,Sun Oct 31 2021,True,Whales,LPs,Trades,2021 World Series: Who will win Braves v. Astros Game 5 on October 31st,0x30507b2cd2961693e67ba0b565c920ef398f666e
https://polymarketwhales.info/transactions?market=0x1fa1879768202570f28cd058fd23cb09cae31447&page=1,1984,0.0,Will Magnus Carlsen or Daniil Dubov win in their FTX Crypto Cup preliminary game?,Chess,Carlsen,Dubov,1,0,$0,"$3,990",333,$0,210,Mon May 24 2021,True,Whales,LPs,Trades,Will Magnus Carlsen or Daniil Dubov win in their FTX Crypto Cup preliminary game?,0x1fa1879768202570f28cd058fd23cb09cae31447
https://polymarketwhales.info/transactions?market=0x2a9df788920b2624ea8cd73c8fbf972a8508790a&page=1,1869,0.0,Will Pablo Picasso’s “Nu couché à la libellule” sell for more than HK$68M at Christie’s?,Art,Yes,No,0,1,$0,"$4,677",525,$2,210,Mon May 24 2021,True,Whales,LPs,Trades,Will Pablo Picasso’s “Nu couché à la libellule” sell for more than HK$68M at Christie’s?,0x2a9df788920b2624ea8cd73c8fbf972a8508790a
https://polymarketwhales.info/transactions?market=0x70a59086e683bb44a6000019256af9a545696e3b&page=1,1249,0.0,Will the Chiefs beat the Eagles by more than 7.5 points in their week four matchup?,Sports,Yes,No,1,0,$0,"$12,025",60,"$7,664",210,Sun Oct 03 2021,True,Whales,LPs,Trades,Will the Chiefs beat the Eagles by more than 7.5 points in their week four matchup?,0x70a59086e683bb44a6000019256af9a545696e3b
https://polymarketwhales.info/transactions?market=0x7149d624343585cf9ae1f84b22b6436a5f7f083f&page=1,1546,0.0,NBA: Will the Heat beat the Wizards by more than 7.5 points in their November 18th matchup?,Sports,Yes,No,1,0,$0,"$7,794",45,"$4,076",210,Thu Nov 18 2021,True,Whales,LPs,Trades,NBA: Will the Heat beat the Wizards by more than 7.5 points in their November 18th matchup?,0x7149d624343585cf9ae1f84b22b6436a5f7f083f
https://polymarketwhales.info/transactions?market=0xa1f80210df225d8e5cc5d31e43a2aeedfb977fb8&page=1,1485,0.0,NBA: Will the Mavericks beat the Wizards by more than 6.5 points in their November 27th matchup?,Sports,Yes,No,0,1,$0,"$8,418",1000,"$11,538",210,Sat Nov 27 2021,True,Whales,LPs,Trades,NBA: Will the Mavericks beat the Wizards by more than 6.5 points in their November 27th matchup?,0xa1f80210df225d8e5cc5d31e43a2aeedfb977fb8
https://polymarketwhales.info/transactions?market=0xef2614d4a6baf7274fb93828dffac5ae420f4e1d&page=1,2842,0.0,"NBA: Who will win Nuggets vs. Lakers, scheduled for April 3, 3:40 PM ET?",Sports,Nuggets,Lakers,1,0,$0,"$1,206",150,$104,210,Sun Apr 03 2022,True,Whales,LPs,Trades,"NBA: Who will win Nuggets vs. Lakers, scheduled for April 3, 3:40 PM ET?",0xef2614d4a6baf7274fb93828dffac5ae420f4e1d
https://polymarketwhales.info/transactions?market=0x85a3600c8707b3c5fdf20e37c13c107e660b053b&page=1,1962,0.0,NBA: Will the Celtics beat the Nets by more than 4.5 points in their March 6 (1 PM ET) matchup?,Sports,Yes,No,1,0,$0,"$4,146",200,$38,211,Sun Mar 06 2022,True,Whales,LPs,Trades,NBA: Will the Celtics beat the Nets by more than 4.5 points in their March 6 (1 PM ET) matchup?,0x85a3600c8707b3c5fdf20e37c13c107e660b053b
https://polymarketwhales.info/transactions?market=0x9f7fbdb07cc8da31f936acdb66aaedd4b9c0d07a&page=1,749,0.0,NBA: Will the Hawks beat the Kings by more than 7.5 points in their January 26 (7.30 PM ET) matchup?,Sports,Yes,No,1,0,$0,"$27,098",300,$32,211,Wed Jan 26 2022,True,Whales,LPs,Trades,NBA: Will the Hawks beat the Kings by more than 7.5 points in their January 26 (7.30 PM ET) matchup?,0x9f7fbdb07cc8da31f936acdb66aaedd4b9c0d07a
https://polymarketwhales.info/transactions?market=0xf28b40bcac61390b8f309e190020728c122ee70d&page=1,2279,0.0,NBA: Will the Hawks beat the Magic by more than 7.5 points in their December 15 matchup?,Sports,Yes,No,1,0,$0,"$2,648",50,"$1,787",211,Wed Dec 15 2021,True,Whales,LPs,Trades,NBA: Will the Hawks beat the Magic by more than 7.5 points in their December 15 matchup?,0xf28b40bcac61390b8f309e190020728c122ee70d
https://polymarketwhales.info/transactions?market=0xe7c33d231c3cc668457de4f15ad398e2b8eca8d7&page=1,430,0.0,"What will the price of Bitcoin be on November 4th, 2020?",Crypto,Long,Short,0.925,0.075,$0,"$56,447",10079,$150,211,Wed Nov 04 2020,True,Whales,LPs,Trades,"What will the price of Bitcoin be on November 4th, 2020?",0xe7c33d231c3cc668457de4f15ad398e2b8eca8d7
https://polymarketwhales.info/transactions?market=0x004181904d18fad815e2132a67f0ab358fe5c683&page=1,1718,0.0,NBA: Will the Clippers beat the Pelicans by more than 8.5 points in their November 29th matchup?,Sports,Yes,No,0,1,$0,"$5,910",50,"$4,115",212,Mon Nov 29 2021,True,Whales,LPs,Trades,NBA: Will the Clippers beat the Pelicans by more than 8.5 points in their November 29th matchup?,0x004181904d18fad815e2132a67f0ab358fe5c683
https://polymarketwhales.info/transactions?market=0x4521a5b176713b932065d4f3e0880aff01918b58&page=1,882,0.0,NBA: Will the Magic beat the Pistons by more than 2.5 points in their January 28 (7PM ET) matchup?,Sports,Yes,No,1,0,$0,"$21,080",300,"$4,182",212,Fri Jan 28 2022,True,Whales,LPs,Trades,NBA: Will the Magic beat the Pistons by more than 2.5 points in their January 28 (7PM ET) matchup?,0x4521a5b176713b932065d4f3e0880aff01918b58
https://polymarketwhales.info/transactions?market=0x5d7e8daf43cf854377b6ac6c0305e2af3b2286d3&page=1,2223,0.0,Will @elonmusk post more than 70 new tweets by June 17?,Pop Culture,Yes,No,0,1,$0,"$2,840",131,$0,212,Thu Jun 17 2021,True,Whales,LPs,Trades,Will @elonmusk post more than 70 new tweets by June 17?,0x5d7e8daf43cf854377b6ac6c0305e2af3b2286d3
https://polymarketwhales.info/transactions?market=0x3de63fb04d037ec70a550bd91b0f75dabc591cd8&page=1,1480,0.0,"Will Bryce Hall KO, TKO, or retire Austin McBroom?",Pop Culture,Yes,No,0,1,$0,"$8,457",2982,$1,213,Sat Jun 12 2021,True,Whales,LPs,Trades,"Will Bryce Hall KO, TKO, or retire Austin McBroom?",0x3de63fb04d037ec70a550bd91b0f75dabc591cd8
https://polymarketwhales.info/transactions?market=0xe4d12524287b384ce1ab696a2605914c19f0478d&page=1,1648,0.0,Who will win Jazz v. Clippers: Conference Semifinal Game 6?,NBA Playoffs,Jazz,Clippers,0,1,$0,"$6,524",0,$124,213,Fri Jun 18 2021,True,Whales,LPs,Trades,Who will win Jazz v. Clippers: Conference Semifinal Game 6?,0xe4d12524287b384ce1ab696a2605914c19f0478d
https://polymarketwhales.info/transactions?market=0x1c1c0997ce9d6fe93778e682ea423c7212eaa5dd&page=1,1693,0.0,NBA: Will the Nets beat the Magic by more than 12.5 points in their November 19th matchup?,Sports,Yes,No,0,1,$0,"$6,120",50,"$1,316",213,Fri Nov 19 2021,True,Whales,LPs,Trades,NBA: Will the Nets beat the Magic by more than 12.5 points in their November 19th matchup?,0x1c1c0997ce9d6fe93778e682ea423c7212eaa5dd
https://polymarketwhales.info/transactions?market=0x2c32b5c32a3627c3027734ae79b39db17d36bb58&page=1,1253,0.0,Will Space Jam: A New Legacy or Black Widow gross more domestically on the July 16-18 weekend?,Pop Culture,Space Jam,Black Widow,1,0,$0,"$11,967",10,$513,213,Tue Jul 20 2021,True,Whales,LPs,Trades,Will Space Jam: A New Legacy or Black Widow gross more domestically on the July 16-18 weekend?,0x2c32b5c32a3627c3027734ae79b39db17d36bb58
https://polymarketwhales.info/transactions?market=0xc4d190fa2e1c89a87a7f9c4afeb647ef83242461&page=1,1614,0.0,NBA: Will the Hornets beat the Pacers by more than 2.5 points in their November 19th matchup?,Sports,Yes,No,1,0,$0,"$6,919",50,$119,213,Fri Nov 19 2021,True,Whales,LPs,Trades,NBA: Will the Hornets beat the Pacers by more than 2.5 points in their November 19th matchup?,0xc4d190fa2e1c89a87a7f9c4afeb647ef83242461
https://polymarketwhales.info/transactions?market=0xc8484cf9bb797e28d06d14614e5f655d7e03c4a6&page=1,2785,0.0,"NBA: Who will win Raptors vs. Hawks, scheduled for April 5 (7:30 PM ET)?",Sports,Raptors,Hawks,1,0,$0,"$1,298",150,"$1,835",213,Tue Apr 05 2022,True,Whales,LPs,Trades,"NBA: Who will win Raptors vs. Hawks, scheduled for April 5 (7:30 PM ET)?",0xc8484cf9bb797e28d06d14614e5f655d7e03c4a6
https://polymarketwhales.info/transactions?market=0x133310b60d0c6e32b3d42ce3f8f3c9d5473c4606&page=1,1645,0.0,NBA: Will the Hornets beat the Magic by more than 7.5 points in their 24th November matchup?,Sports,Yes,No,0,1,$0,"$6,556",750,"$6,316",214,Wed Nov 24 2021,True,Whales,LPs,Trades,NBA: Will the Hornets beat the Magic by more than 7.5 points in their 24th November matchup?,0x133310b60d0c6e32b3d42ce3f8f3c9d5473c4606
https://polymarketwhales.info/transactions?market=0x1c47b4c8ed3fe96569d53e7246e4cdf3793f4919&page=1,824,0.0,"Will DDG KO, TKO, or retire Nate Wyatt?",Pop Culture,Yes,No,0,1,$0,"$23,509",3301,"$2,952",214,Sat Jun 12 2021,True,Whales,LPs,Trades,"Will DDG KO, TKO, or retire Nate Wyatt?",0x1c47b4c8ed3fe96569d53e7246e4cdf3793f4919
https://polymarketwhales.info/transactions?market=0xa1a7c345128e77f5ea0a71f1f5ac4d3ee4435e29&page=1,799,0.0,Will 18 million Americans have received at least one 'booster shot' of the COVID-19 vaccine by November 4th?,Coronavirus,Yes,No,1,0,$0,"$24,629",3199,"$4,734",214,Thu Nov 04 2021,True,Whales,LPs,Trades,Will 18 million Americans have received at least one 'booster shot' of the COVID-19 vaccine by November 4th?,0xa1a7c345128e77f5ea0a71f1f5ac4d3ee4435e29
https://polymarketwhales.info/transactions?market=0x4c8ea4803762bbd50fc24cc697542a8761e6a37b&page=1,1552,0.0,Who will win Suns v. Clippers: Western Conference Finals Game 3?,NBA Playoffs,Suns,Clippers,0,1,$0,"$7,752",0,-$1,214,Thu Jun 24 2021,True,Whales,LPs,Trades,Who will win Suns v. Clippers: Western Conference Finals Game 3?,0x4c8ea4803762bbd50fc24cc697542a8761e6a37b
https://polymarketwhales.info/transactions?market=0xb158da165d356468f90591f460e25535682e2f7a&page=1,786,0.0,Will Hikaru Nakamura Qualify for the FIDE 2022 Candidates Tournament?,Chess,Yes,No,1,0,$0,"$25,270",1767,"$15,720",214,Mon Apr 04 2022,True,Whales,LPs,Trades,Will Hikaru Nakamura Qualify for the FIDE 2022 Candidates Tournament?,0xb158da165d356468f90591f460e25535682e2f7a
https://polymarketwhales.info/transactions?market=0x08abdede9963f0985be8a8f2439f41e7a06381cd&page=1,1964,0.0,NBA: Will the Bucks beat the Heat by more than 5.5 points in their December 8 matchup?,Sports,Yes,No,0,1,$0,"$4,121",500,"$1,517",215,Wed Dec 08 2021,True,Whales,LPs,Trades,NBA: Will the Bucks beat the Heat by more than 5.5 points in their December 8 matchup?,0x08abdede9963f0985be8a8f2439f41e7a06381cd
https://polymarketwhales.info/transactions?market=0xf5cb45880598af8a4af16fdd1173b655d06e4c70&page=1,2319,0.0,NBA: Will the Nets beat the Kings by more than 4.5 points in their February 2 (10 PM ET) matchup?,Sports,Yes,No,0,1,$0,"$2,487",300,"$4,034",215,Wed Feb 02 2022,True,Whales,LPs,Trades,NBA: Will the Nets beat the Kings by more than 4.5 points in their February 2 (10 PM ET) matchup?,0xf5cb45880598af8a4af16fdd1173b655d06e4c70
https://polymarketwhales.info/transactions?market=0xb25fdb17119599a6bee8774605324ca70a099af8&page=1,2361,0.0,NBA: Will the Bucks beat the Mavericks by more than 5.5 points in their December 23 matchup?,Sports,Yes,No,1,0,$0,"$2,351",50,$412,215,Thu Dec 23 2021,True,Whales,LPs,Trades,NBA: Will the Bucks beat the Mavericks by more than 5.5 points in their December 23 matchup?,0xb25fdb17119599a6bee8774605324ca70a099af8
https://polymarketwhales.info/transactions?market=0x4d22cc656ce7f00ca443cf9504b0df0e083bab05&page=1,1779,0.0,NFL: Will the Patriots beat the Titans by more than 7.5 points in their November 28th matchup?,Sports,Yes,No,1,0,$0,"$5,423",40,"$2,651",215,Sun Nov 28 2021,True,Whales,LPs,Trades,NFL: Will the Patriots beat the Titans by more than 7.5 points in their November 28th matchup?,0x4d22cc656ce7f00ca443cf9504b0df0e083bab05
https://polymarketwhales.info/transactions?market=0x10b6bf53e062f46cc1555af7130ab26769c74c7f&page=1,2000,0.0,Who will win Bucks vs. Heat: Game 4?,NBA Playoffs,Bucks,Heat,1,0,$0,"$3,874",1015,$1,215,Sat May 29 2021,True,Whales,LPs,Trades,Who will win Bucks vs. Heat: Game 4?,0x10b6bf53e062f46cc1555af7130ab26769c74c7f
https://polymarketwhales.info/transactions?market=0x34bac93133fbf63b250977bc7ada06b985ab5f32&page=1,1402,0.0,Will Surojit Chatterjee or Tekin Salimi win in their CryptoChamps Semifinals chess match?,Chess,Chatterjee,Salimi,1,0,$0,"$9,578",678,$0,215,Sun Jun 13 2021,True,Whales,LPs,Trades,Will Surojit Chatterjee or Tekin Salimi win in their CryptoChamps Semifinals chess match?,0x34bac93133fbf63b250977bc7ada06b985ab5f32
https://polymarketwhales.info/transactions?market=0x3d565daa274eab021b8f81b5f0efc10bf7caeef1&page=1,1088,0.0,"NBA: Who will win Pelicans vs. Spurs, scheduled for April 13 (9:30 PM ET)?",Sports,Pelicans,Spurs,1,0,$0,"$15,295",321,"$2,848",215,Wed Apr 13 2022,True,Whales,LPs,Trades,"NBA: Who will win Pelicans vs. Spurs, scheduled for April 13 (9:30 PM ET)?",0x3d565daa274eab021b8f81b5f0efc10bf7caeef1
https://polymarketwhales.info/transactions?market=0xbe4746d8585dc787282ffe47d6ca4e1d0a8f13d2&page=1,1385,0.0,NBA: Will the Bucks beat the Lakers by more than 8.5 points in their November 17th matchup?,Sports,Yes,No,0,1,$0,"$9,757",50,"$1,130",216,Wed Nov 17 2021,True,Whales,LPs,Trades,NBA: Will the Bucks beat the Lakers by more than 8.5 points in their November 17th matchup?,0xbe4746d8585dc787282ffe47d6ca4e1d0a8f13d2
https://polymarketwhales.info/transactions?market=0xf8d3dc84eeb07ecdaa85cc233649050ff5ea2c81&page=1,1261,0.0,Will Jeff Koons' “Pancakes” sell for more than $1.5 million at Sotheby’s?,Art,Yes,No,0,1,$0,"$11,874",999,$0,216,Wed May 12 2021,True,Whales,LPs,Trades,Will Jeff Koons' “Pancakes” sell for more than $1.5 million at Sotheby’s?,0xf8d3dc84eeb07ecdaa85cc233649050ff5ea2c81
https://polymarketwhales.info/transactions?market=0x5d60b3cc2dfcedd5f6ac3256ebc60136e5b87049&page=1,1834,0.0,NBA: Will the Grizzlies beat the Pelicans by more than 2.5 points in their November 13th matchup?,Sports,Yes,No,0,1,$0,"$4,916",101,$896,216,Sat Nov 13 2021,True,Whales,LPs,Trades,NBA: Will the Grizzlies beat the Pelicans by more than 2.5 points in their November 13th matchup?,0x5d60b3cc2dfcedd5f6ac3256ebc60136e5b87049
https://polymarketwhales.info/transactions?market=0x1fd6d236ab4215ad3adc62f7ad22b8288e5f2995&page=1,1307,0.0,Will Villarreal or Manchester United win the Europa League Final?,Sports,Man United,Villarreal,0,1,$0,"$11,112",1,$0,216,Wed May 26 2021,True,Whales,LPs,Trades,Will Villarreal or Manchester United win the Europa League Final?,0x1fd6d236ab4215ad3adc62f7ad22b8288e5f2995
https://polymarketwhales.info/transactions?market=0x5978282ff01133d8c15e1231cd1da57bebc6e92d&page=1,1904,0.0,NBA: Will the Nets beat the Suns by more than 1.5 points in their November 27th matchup?,Sports,Yes,No,0,1,$0,"$4,470",1000,"$5,926",216,Sat Nov 27 2021,True,Whales,LPs,Trades,NBA: Will the Nets beat the Suns by more than 1.5 points in their November 27th matchup?,0x5978282ff01133d8c15e1231cd1da57bebc6e92d
https://polymarketwhales.info/transactions?market=0xc96ff38cbac26a6dd274eb725c080c2e0488f9d5&page=1,1908,0.0,NBA: Who will win the Grizzlies v. Nuggets game on November 3rd?,Sports,Grizzlies,Nuggets,1,0,$0,"$4,457",96,"$1,074",216,Wed Nov 03 2021,True,Whales,LPs,Trades,NBA: Who will win the Grizzlies v. Nuggets game on November 3rd?,0xc96ff38cbac26a6dd274eb725c080c2e0488f9d5
https://polymarketwhales.info/transactions?market=0xda4c0a0d5cc1566c0fe26024866fdf9dd9305502&page=1,1308,0.0,"NCAAB: Will the Duke Blue Devils beat the Arkansas Razorbacks by more than 3.5 points in their March 26, 8:49 PM ET matchup?",Sports,Yes,No,1,0,$0,"$11,110",198,$8,216,Sat Mar 26 2022,True,Whales,LPs,Trades,"NCAAB: Will the Duke Blue Devils beat the Arkansas Razorbacks by more than 3.5 points in their March 26, 8:49 PM ET matchup?",0xda4c0a0d5cc1566c0fe26024866fdf9dd9305502
https://polymarketwhales.info/transactions?market=0xfee1b636a46b9d910ecdff292a03064689af90dd&page=1,2455,0.0,NBA: Will the Celtics beat the Cavaliers by more than 5.5 points in their December 22 matchup?,Sports,Yes,No,1,0,$0,"$2,081",50,$424,217,Wed Dec 22 2021,True,Whales,LPs,Trades,NBA: Will the Celtics beat the Cavaliers by more than 5.5 points in their December 22 matchup?,0xfee1b636a46b9d910ecdff292a03064689af90dd
https://polymarketwhales.info/transactions?market=0xeb184f077b66dfad25c091f4d4b5da4e410a2224&page=1,500,0.0,Will Claude Monet’s “Waterloo Bridge” sell for more than $35 million at Christie’s?,,Yes,No,1,0,$0,"$46,861",2749,$0,217,Thu May 13 2021,True,Whales,LPs,Trades,Will Claude Monet’s “Waterloo Bridge” sell for more than $35 million at Christie’s?,0xeb184f077b66dfad25c091f4d4b5da4e410a2224
https://polymarketwhales.info/transactions?market=0xbb6ba93cd3e7c009c7ef38ca371114a4fe4dc388&page=1,1755,0.0,NFL: Will the Raiders beat the Broncos by more than 0.5 points in their December 26 matchup?,Sports,Yes,No,1,0,$0,"$5,599",50,$769,217,Sun Dec 26 2021,True,Whales,LPs,Trades,NFL: Will the Raiders beat the Broncos by more than 0.5 points in their December 26 matchup?,0xbb6ba93cd3e7c009c7ef38ca371114a4fe4dc388
https://polymarketwhales.info/transactions?market=0x2d45fc9c75d3b1acaf9c529ed3e90589617bdda4&page=1,777,0.0,NBA: Will the Warriors beat the Mavericks by more than 3.5 points in their January 25 (10 PM ET) matchup?,Sports,Yes,No,1,0,$0,"$25,541",300,"$2,163",217,Tue Jan 25 2022,True,Whales,LPs,Trades,NBA: Will the Warriors beat the Mavericks by more than 3.5 points in their January 25 (10 PM ET) matchup?,0x2d45fc9c75d3b1acaf9c529ed3e90589617bdda4
https://polymarketwhales.info/transactions?market=0x2dcd592a09f1b8753340d1da37abacf558cd50d6&page=1,2544,0.0,Will the James Webb telescope be launched successfully in 2021?,Science,Yes,No,1,0,$0,"$1,845",503,$210,217,Sat Jan 01 2022,True,Whales,LPs,Trades,Will the James Webb telescope be launched successfully in 2021?,0x2dcd592a09f1b8753340d1da37abacf558cd50d6
https://polymarketwhales.info/transactions?market=0x4a2800201c91366a7819509c7655e275ee27beb5&page=1,1078,0.0,(In-Game Trading) Who will win Bucks v. Suns: NBA Finals Game 3?,NBA Playoffs,Bucks,Suns,1,0,$0,"$15,618",2,$15,217,Sun Jul 11 2021,True,Whales,LPs,Trades,(In-Game Trading) Who will win Bucks v. Suns: NBA Finals Game 3?,0x4a2800201c91366a7819509c7655e275ee27beb5
https://polymarketwhales.info/transactions?market=0xb53ec13cb0215c1e7a87639c47d99987490bed7e&page=1,703,0.0,NBA: Will the Heat beat the Hornets by more than 3.5 points in their February 5 (7 PM ET) matchup?,Sports,Yes,No,1,0,$0,"$29,536",371,$595,217,Sat Feb 05 2022,True,Whales,LPs,Trades,NBA: Will the Heat beat the Hornets by more than 3.5 points in their February 5 (7 PM ET) matchup?,0xb53ec13cb0215c1e7a87639c47d99987490bed7e
https://polymarketwhales.info/transactions?market=0x48e19dcbb568870126865a546cf7666b8b04b642&page=1,2296,0.0,NBA: Will the Cavaliers beat the Pacers by more than 2.5 points in their January 2 matchup?,Sports,Yes,No,1,0,$0,"$2,581",50,$912,217,Sun Jan 02 2022,True,Whales,LPs,Trades,NBA: Will the Cavaliers beat the Pacers by more than 2.5 points in their January 2 matchup?,0x48e19dcbb568870126865a546cf7666b8b04b642
https://polymarketwhales.info/transactions?market=0x96af26eb3df372eddd6f0b376cd351fe5b907249&page=1,610,0.0,Will the Wormhole hacker return 69% or more of the exploited funds by February 9th?,Crypto,Yes,No,0,1,$0,"$36,234",506,"$4,984",217,Wed Feb 09 2022,True,Whales,LPs,Trades,Will the Wormhole hacker return 69% or more of the exploited funds by February 9th?,0x96af26eb3df372eddd6f0b376cd351fe5b907249
https://polymarketwhales.info/transactions?market=0x978909600e06cda1e632b190a276385cc2b4aa94&page=1,535,0.0,"Will the 7-day COVID-19 case average in the USA be below 50,000 by April 1, 2022?",Coronavirus,Yes,No,1,0,$0,"$42,675",5205,"$133,717",217,Fri Apr 01 2022,True,Whales,LPs,Trades,"Will the 7-day COVID-19 case average in the USA be below 50,000 by April 1, 2022?",0x978909600e06cda1e632b190a276385cc2b4aa94
https://polymarketwhales.info/transactions?market=0xa347a503233a8d7c0a6034d315a960c87690880d&page=1,2272,0.0,NBA: Will the Knicks beat the Trail Blazers by more than 4.5 points in their February 12 (5 PM ET) matchup?,Sports,Yes,No,0,1,$0,"$2,679",300,"$3,753",218,Sat Feb 12 2022,True,Whales,LPs,Trades,NBA: Will the Knicks beat the Trail Blazers by more than 4.5 points in their February 12 (5 PM ET) matchup?,0xa347a503233a8d7c0a6034d315a960c87690880d
https://polymarketwhales.info/transactions?market=0xa02457e51f5d1725655a8e07e2991303f142b066&page=1,1399,0.0,"NBA: Will the Bucks beat the Bulls by more than 6.5 points in their March 22, 8:10 PM ET matchup?",Sports,Yes,No,1,0,$0,"$9,608",150,"$5,556",218,Tue Mar 22 2022,True,Whales,LPs,Trades,"NBA: Will the Bucks beat the Bulls by more than 6.5 points in their March 22, 8:10 PM ET matchup?",0xa02457e51f5d1725655a8e07e2991303f142b066
https://polymarketwhales.info/transactions?market=0x6cca5d99e46eac22891f9a364dc9a9c060ec3a3d&page=1,2285,0.0,"Will Texas or Virginia have a higher 7-day COVID-19 case average on January 1, 2022?",Coronavirus,Texas,Virginia,1,0,$0,"$2,620",50,"$5,085",218,Sat Jan 08 2022,True,Whales,LPs,Trades,"Will Texas or Virginia have a higher 7-day COVID-19 case average on January 1, 2022?",0x6cca5d99e46eac22891f9a364dc9a9c060ec3a3d
https://polymarketwhales.info/transactions?market=0xeb588c04eaabdd079d797ac9d9a41e22af754b08&page=1,713,0.0,"Will a vaccine targeting the Omicron variant be available in the US before April 1, 2022?",Coronavirus,Yes,No,0,1,$0,"$29,057",327,"$27,398",218,Fri Apr 01 2022,True,Whales,LPs,Trades,"Will a vaccine targeting the Omicron variant be available in the US before April 1, 2022?",0xeb588c04eaabdd079d797ac9d9a41e22af754b08
https://polymarketwhales.info/transactions?market=0x16c92a5881b39b33b5f0626088a632ad8bf0a201&page=1,1698,0.0,Will 227.5 million Americans have received at least one dose of an approved Covid-19 vaccination by November 15?,Coronavirus,Yes,No,0,1,$0,"$6,078",188,"$9,113",219,Mon Nov 15 2021,True,Whales,LPs,Trades,Will 227.5 million Americans have received at least one dose of an approved Covid-19 vaccination by November 15?,0x16c92a5881b39b33b5f0626088a632ad8bf0a201
https://polymarketwhales.info/transactions?market=0x62983dac5e777f6afb43e4da6de1351e3e39c060&page=1,1076,0.0,NBA: Who will win the Lakers v. Bulls game on November 15th?,Sports,Lakers,Bulls,0,1,$0,"$15,714",261,"$39,062",219,Mon Nov 15 2021,True,Whales,LPs,Trades,NBA: Who will win the Lakers v. Bulls game on November 15th?,0x62983dac5e777f6afb43e4da6de1351e3e39c060
https://polymarketwhales.info/transactions?market=0x2805113522e4b70c38da73afc52f24e00ce5adf3&page=1,1538,0.0,Will England be the Group D winner in the Euro 2020?,Sports,Yes,No,1,0,$0,"$7,851",253,"$2,113",219,Thu Jul 01 2021,True,Whales,LPs,Trades,Will England be the Group D winner in the Euro 2020?,0x2805113522e4b70c38da73afc52f24e00ce5adf3
