Link,Unnamed: 0,has_been_scraped,Question,Category,Outcomes,Outcomes.1,Prices,Prices.1,24h Volume,Total Volume,Liquidity,Open Interest,Trades,End Date,Resolved,Whales,LPs,Trades.1,Name,ID
https://polymarketwhales.info/transactions?market=0x56ab2be8c69432af0ae1925cbf1c71cbd2f34b33&page=1,2153,0.0,"NBA: Who will win the Grizzlies vs. Pelicans, scheduled for March 8 (7.30 PM ET)?",Sports,Grizzlies,Pelicans,1,0,$0,"$3,077",200,$102,43,Tue Mar 08 2022,True,Whales,LPs,Trades,"NBA: Who will win the Grizzlies vs. Pelicans, scheduled for March 8 (7.30 PM ET)?",0x56ab2be8c69432af0ae1925cbf1c71cbd2f34b33
https://polymarketwhales.info/transactions?market=0xbf171222598e99466f51cacd2b2b52c33ac43c9c&page=1,2742,0.0,Will Liverpool or Real Madrid win the second leg of their Champions League quarter-final draw?,Sports,Liverpool,Real Madrid,0.5,0.5,$0,"$1,393",500,$500,43,Wed Apr 14 2021,True,Whales,LPs,Trades,Will Liverpool or Real Madrid win the second leg of their Champions League quarter-final draw?,0xbf171222598e99466f51cacd2b2b52c33ac43c9c
https://polymarketwhales.info/transactions?market=0x461b2f699e3f83ed5f48bcc745363f243bdf02d3&page=1,2924,0.0,NBA: Will the Grizzlies beat the Pacers by more than 7.5 points in their March 15 (7 PM ET) matchup?,Sports,Yes,No,1,0,$0,"$1,032",200,$70,43,Tue Mar 15 2022,True,Whales,LPs,Trades,NBA: Will the Grizzlies beat the Pacers by more than 7.5 points in their March 15 (7 PM ET) matchup?,0x461b2f699e3f83ed5f48bcc745363f243bdf02d3
https://polymarketwhales.info/transactions?market=0x8c93dacb9a282360228690153d582468a009168f&page=1,3184,0.0,"NBA: Who will win Grizzlies vs. Rockets, scheduled for March 20, 3:40 PM ET?",Sports,Grizzlies,Rockets,1,0,$0,$531,150,$550,43,Sun Mar 20 2022,True,Whales,LPs,Trades,"NBA: Who will win Grizzlies vs. Rockets, scheduled for March 20, 3:40 PM ET?",0x8c93dacb9a282360228690153d582468a009168f
https://polymarketwhales.info/transactions?market=0x93aa1f3559dbc03c10cc9293f063f8fee601c05f&page=1,3272,0.0,"Will the price of $BTC be above $40,000 on February 1st, 2022?",Crypto,Yes,No,0,1,$0,$297,33,$0,43,Tue Feb 01 2022,True,Whales,LPs,Trades,"Will the price of $BTC be above $40,000 on February 1st, 2022?",0x93aa1f3559dbc03c10cc9293f063f8fee601c05f
https://polymarketwhales.info/transactions?market=0xbb7e2975ec8b0338adbb4f863b4ed2614d7e9135&page=1,3222,0.0,NHL: Will the Flames beat the Senators by more than 1.5 goals in their January 13 matchup?,Sports,Yes,No,0,1,$0,$437,10,"$5,342",43,Thu Jan 13 2022,True,Whales,LPs,Trades,NHL: Will the Flames beat the Senators by more than 1.5 goals in their January 13 matchup?,0xbb7e2975ec8b0338adbb4f863b4ed2614d7e9135
https://polymarketwhales.info/transactions?market=0xe685b693fc619e92abd4056c94c5ec1adcb0978b&page=1,2441,0.0,NBA: Will the sum of points in Hawks v. Nets be an even or an odd number?,Sports,Even,Odd,1,0,$0,"$2,115",500,"$6,925",43,Fri Dec 10 2021,True,Whales,LPs,Trades,NBA: Will the sum of points in Hawks v. Nets be an even or an odd number?,0xe685b693fc619e92abd4056c94c5ec1adcb0978b
https://polymarketwhales.info/transactions?market=0x2ad661614c71fa9ace87b54103ec4f9becfaae20&page=1,1878,0.0,"Will Known Origin airdrop a native token by March 31st, 2022?",Crypto,Yes,No,0,1,$0,"$4,617",25,"$7,788",43,Thu Mar 31 2022,True,Whales,LPs,Trades,"Will Known Origin airdrop a native token by March 31st, 2022?",0x2ad661614c71fa9ace87b54103ec4f9becfaae20
https://polymarketwhales.info/transactions?market=0x0538a7abefc45420a523d2ff888164816b1e415f&page=1,3208,0.0,"Will President Biden mention ""anti-vaxxers"" in his press conference on January 19?",US current affairs,Yes,No,0,1,$0,$475,37,"$2,502",43,Wed Jan 19 2022,True,Whales,LPs,Trades,"Will President Biden mention ""anti-vaxxers"" in his press conference on January 19?",0x0538a7abefc45420a523d2ff888164816b1e415f
https://polymarketwhales.info/transactions?market=0xdd8ed7cc35c4d01663bcc4fcd0f9f86f02f41481&page=1,2538,0.0,"NBA: Who will win the Nets vs. Magic, scheduled for March 15 (7 PM ET)?",Sports,Nets,Magic,1,0,$0,"$1,866",200,$417,44,Tue Mar 15 2022,True,Whales,LPs,Trades,"NBA: Who will win the Nets vs. Magic, scheduled for March 15 (7 PM ET)?",0xdd8ed7cc35c4d01663bcc4fcd0f9f86f02f41481
https://polymarketwhales.info/transactions?market=0xb9a23c17f6a4437b241e0180bc7f0f073d1ac7af&page=1,2533,0.0,Will the Chiefs beat the Vikings by more than 4 points in their NFL preseason matchup?,Sports,Yes,No,0,1,$0,"$1,881",390,"$15,676",44,Fri Aug 27 2021,True,Whales,LPs,Trades,Will the Chiefs beat the Vikings by more than 4 points in their NFL preseason matchup?,0xb9a23c17f6a4437b241e0180bc7f0f073d1ac7af
https://polymarketwhales.info/transactions?market=0x8987184695b21b48ce0570f25f50ce3cfe5f12d8&page=1,3257,0.0,"NBA: Will the Celtics beat the Nuggets by more than 2.5 points in their March 20, 8:10 PM ET matchup?",Sports,Yes,No,1,0,$0,$349,150,"$2,228",44,Sun Mar 20 2022,True,Whales,LPs,Trades,"NBA: Will the Celtics beat the Nuggets by more than 2.5 points in their March 20, 8:10 PM ET matchup?",0x8987184695b21b48ce0570f25f50ce3cfe5f12d8
https://polymarketwhales.info/transactions?market=0x29726120eacb32c6f11d94a0b51da912f04d48d6&page=1,3137,0.0,NHL: Will the Stars beat the Kings by more than 1.5 points in their December 9 matchup?,Sports,Yes,No,0,1,$0,$618,50,$449,44,Thu Dec 09 2021,True,Whales,LPs,Trades,NHL: Will the Stars beat the Kings by more than 1.5 points in their December 9 matchup?,0x29726120eacb32c6f11d94a0b51da912f04d48d6
https://polymarketwhales.info/transactions?market=0xd30e4f97f400e188b39da97bef0a804ae969dbe8&page=1,3093,0.0,"Will the CDC declare a variant of high consequence by April 1, 2022?",Coronavirus,Yes,No,0,1,$0,$698,300,"$4,585",44,Fri Apr 01 2022,True,Whales,LPs,Trades,"Will the CDC declare a variant of high consequence by April 1, 2022?",0xd30e4f97f400e188b39da97bef0a804ae969dbe8
https://polymarketwhales.info/transactions?market=0x014ed72a50020210ebcfe9e489b34a2cdd8bcbb7&page=1,3105,0.0,"Will the 7-day COVID-19 Case average in the USA be above 400,000 on March 1, 2022?",Coronavirus,Yes,No,0,1,$0,$676,300,"$5,489",44,Tue Mar 08 2022,True,Whales,LPs,Trades,"Will the 7-day COVID-19 Case average in the USA be above 400,000 on March 1, 2022?",0x014ed72a50020210ebcfe9e489b34a2cdd8bcbb7
https://polymarketwhales.info/transactions?market=0x3ba7284f39923246501a4e487b6aefa2a05b4b33&page=1,3262,0.0,"NCAAB: Will the Texas Tech Red Raiders beat the Montana St Bobcats by more than 15.5 points in their March 18, 1:45 PM ET matchup?",Sports,Yes,No,1,0,$0,$336,150,$8,44,Fri Mar 18 2022,True,Whales,LPs,Trades,"NCAAB: Will the Texas Tech Red Raiders beat the Montana St Bobcats by more than 15.5 points in their March 18, 1:45 PM ET matchup?",0x3ba7284f39923246501a4e487b6aefa2a05b4b33
https://polymarketwhales.info/transactions?market=0x0c747ad58c6eb1b9b3a47486fadb12c615dc5d45&page=1,2295,0.0,NHL: Will the Wild beat the Stars by more than 1.5 goals in their March 6 matchup (4 PM ET)?,Sports,Yes,No,0,1,$0,"$2,587",200,$311,44,Sun Mar 06 2022,True,Whales,LPs,Trades,NHL: Will the Wild beat the Stars by more than 1.5 goals in their March 6 matchup (4 PM ET)?,0x0c747ad58c6eb1b9b3a47486fadb12c615dc5d45
https://polymarketwhales.info/transactions?market=0xb02678de4a7d55f328a14bd874510d21ca613953&page=1,2818,0.0,"NBA: Who will win the Grizzlies vs. Pacers, scheduled for March 15 (7 PM ET)?",Sports,Grizzlies,Pacers,1,0,$0,"$1,247",200,$598,45,Tue Mar 15 2022,True,Whales,LPs,Trades,"NBA: Who will win the Grizzlies vs. Pacers, scheduled for March 15 (7 PM ET)?",0xb02678de4a7d55f328a14bd874510d21ca613953
https://polymarketwhales.info/transactions?market=0x7d70130a0a011ab9ee491209b1778cf433f229fa&page=1,602,0.0,(Live Trading) Who will win UFC 264: McGregor vs. Poirier?,Sports,McGregor,Poirier,0,1,$0,"$36,744",0,"$50,415",45,Sun Jul 11 2021,True,Whales,LPs,Trades,(Live Trading) Who will win UFC 264: McGregor vs. Poirier?,0x7d70130a0a011ab9ee491209b1778cf433f229fa
https://polymarketwhales.info/transactions?market=0x0b6b30321c63ba433200c82942d709520e3e3968&page=1,2437,0.0,"NHL: Who will win Predators vs. Ducks, scheduled for March 21, 10:00 PM ET?",Sports,Predators,Ducks,1,0,$0,"$2,129",150,"$2,568",45,Mon Mar 21 2022,True,Whales,LPs,Trades,"NHL: Who will win Predators vs. Ducks, scheduled for March 21, 10:00 PM ET?",0x0b6b30321c63ba433200c82942d709520e3e3968
https://polymarketwhales.info/transactions?market=0xada9b2b9b99781431dc081ee80aa58a65c735d7c&page=1,3298,0.0,"NHL: Will the Hurricanes beat the Capitals by more than 1.5 goals in their March 28, 7:00 PM ET matchup?",Sports,Yes,No,1,0,$0,$181,50,$408,45,Mon Mar 28 2022,True,Whales,LPs,Trades,"NHL: Will the Hurricanes beat the Capitals by more than 1.5 goals in their March 28, 7:00 PM ET matchup?",0xada9b2b9b99781431dc081ee80aa58a65c735d7c
https://polymarketwhales.info/transactions?market=0x70f56346a4014ebca2047aa5ace6ef82112b1011&page=1,3104,0.0,NHL: Will the Penguins beat the Jets by more than 1.5 goals in their January 23 matchup?,Sports,Yes,No,0,1,$0,$677,50,$14,45,Sun Jan 23 2022,True,Whales,LPs,Trades,NHL: Will the Penguins beat the Jets by more than 1.5 goals in their January 23 matchup?,0x70f56346a4014ebca2047aa5ace6ef82112b1011
https://polymarketwhales.info/transactions?market=0x4cbee6c3fdfb8bb57a3825bcc7fabc6d1e6acbc1&page=1,3170,0.0,"NHL: Will the Oilers beat the Ducks by more than 1.5 goals in their April 3, 8:00 PM ET matchup?",Sports,Yes,No,1,0,$0,$544,150,$212,45,Sun Apr 03 2022,True,Whales,LPs,Trades,"NHL: Will the Oilers beat the Ducks by more than 1.5 goals in their April 3, 8:00 PM ET matchup?",0x4cbee6c3fdfb8bb57a3825bcc7fabc6d1e6acbc1
https://polymarketwhales.info/transactions?market=0x0e7406dd5dcc6282f5f2b386f564bc2e459984c0&page=1,2951,0.0,NHL: Will the Oilers beat the Flyers by more than 1.5 goals in their March 1 matchup (7 PM ET)?,Sports,Yes,No,1,0,$0,$977,200,"$3,241",45,Tue Mar 01 2022,True,Whales,LPs,Trades,NHL: Will the Oilers beat the Flyers by more than 1.5 goals in their March 1 matchup (7 PM ET)?,0x0e7406dd5dcc6282f5f2b386f564bc2e459984c0
https://polymarketwhales.info/transactions?market=0x065748faa7007e98fee31b6a56a18c0d9e0291c5&page=1,2989,0.0,NHL: Will the Sabres beat the Canadiens by more than 1.5 goals in their February 23 matchup (7:00 PM ET)?,Sports,Yes,No,0,1,$0,$901,250,$21,46,Wed Feb 23 2022,True,Whales,LPs,Trades,NHL: Will the Sabres beat the Canadiens by more than 1.5 goals in their February 23 matchup (7:00 PM ET)?,0x065748faa7007e98fee31b6a56a18c0d9e0291c5
https://polymarketwhales.info/transactions?market=0x00f85e1c498999e317c69114c2f0d1a090689b3e&page=1,2257,0.0,Who will win Islanders v. Lightning: Semifinals Game 3?,Sports,Islanders,Lightning,0,1,$0,"$2,720",0,$13,46,Wed Jun 16 2021,True,Whales,LPs,Trades,Who will win Islanders v. Lightning: Semifinals Game 3?,0x00f85e1c498999e317c69114c2f0d1a090689b3e
https://polymarketwhales.info/transactions?market=0x827e682fa648f09d74d69967c0c781e39c10165f&page=1,1727,0.0,Will Tesla report more than 200k deliveries for Q2 2021?,Business,Yes,No,1,0,$0,"$5,855",0,$521,46,Wed Jul 28 2021,True,Whales,LPs,Trades,Will Tesla report more than 200k deliveries for Q2 2021?,0x827e682fa648f09d74d69967c0c781e39c10165f
https://polymarketwhales.info/transactions?market=0x96a0e41ad9b9653163b23299bf25ab6d95c45228&page=1,2997,0.0,NHL: Will the Stars beat the Coyotes by more than 1.5 goals in their February 20 matchup (7 PM ET)?,Sports,Yes,No,0,1,$0,$888,300,"$1,923",46,Sun Feb 20 2022,True,Whales,LPs,Trades,NHL: Will the Stars beat the Coyotes by more than 1.5 goals in their February 20 matchup (7 PM ET)?,0x96a0e41ad9b9653163b23299bf25ab6d95c45228
https://polymarketwhales.info/transactions?market=0x78943ea5b94a7537b8331a80bef2df4469a76f57&page=1,2581,0.0,Will Anish Giri or Ian Nepomniachtchi win in their FTX Crypto Cup preliminary game?,Chess,Giri,Nepomniachtchi,0.5,0.5,$0,"$1,749",999,$0,46,Tue May 25 2021,True,Whales,LPs,Trades,Will Anish Giri or Ian Nepomniachtchi win in their FTX Crypto Cup preliminary game?,0x78943ea5b94a7537b8331a80bef2df4469a76f57
https://polymarketwhales.info/transactions?market=0x308abd5c8a6d77bf004f5d68ccd1f3405bceffa4&page=1,3147,0.0,NHL: Will the Kings beat the Sharks by more than 1.5 goals in their January 17 matchup?,Sports,Yes,No,0,1,$0,$597,500,$87,46,Mon Jan 17 2022,True,Whales,LPs,Trades,NHL: Will the Kings beat the Sharks by more than 1.5 goals in their January 17 matchup?,0x308abd5c8a6d77bf004f5d68ccd1f3405bceffa4
https://polymarketwhales.info/transactions?market=0x9b421ffa8e08956ac27e8c8e89fca834bb867ab5&page=1,2965,0.0,Will Joe Biden's RCP job approval rating on January 21 be between 41.3% and 41.5%?,US current affairs,Yes,No,0,1,$0,$944,50,"$1,460",46,Sat Jan 22 2022,True,Whales,LPs,Trades,Will Joe Biden's RCP job approval rating on January 21 be between 41.3% and 41.5%?,0x9b421ffa8e08956ac27e8c8e89fca834bb867ab5
https://polymarketwhales.info/transactions?market=0xc88db9eb11316f90a0ffb7706449504c7e71546f&page=1,3289,0.0,NHL: Will the Penguins beat the Predators by more than 1.5 goals in their April 10 matchup (4 PM ET)?,Sports,Yes,No,0,1,$0,$230,150,$444,46,Sun Apr 10 2022,True,Whales,LPs,Trades,NHL: Will the Penguins beat the Predators by more than 1.5 goals in their April 10 matchup (4 PM ET)?,0xc88db9eb11316f90a0ffb7706449504c7e71546f
https://polymarketwhales.info/transactions?market=0x00b3e1c6782d22a555a9f5d895df389742d642da&page=1,2864,0.0,Who will win UFC 263: Paul Craig vs. Jamahal Hill,Sports,Craig,Hill,1,0,$0,"$1,173",150,$0,46,Sat Jun 12 2021,True,Whales,LPs,Trades,Who will win UFC 263: Paul Craig vs. Jamahal Hill,0x00b3e1c6782d22a555a9f5d895df389742d642da
https://polymarketwhales.info/transactions?market=0x8c025736a051c7524c690e9f1efe4befd6496ee4&page=1,2846,0.0,NHL: Will the Avalanche beat the Flames by more than 1.5 goals in their March 13 matchup (8 PM ET)?,Sports,Yes,No,1,0,$0,"$1,198",200,$0,46,Sun Mar 13 2022,True,Whales,LPs,Trades,NHL: Will the Avalanche beat the Flames by more than 1.5 goals in their March 13 matchup (8 PM ET)?,0x8c025736a051c7524c690e9f1efe4befd6496ee4
https://polymarketwhales.info/transactions?market=0x197f584d54a166eb67be2eb2acc5d4b878f5604a&page=1,2870,0.0,Will Joe Biden's RCP job approval rating on January 21 be 42.2% or more?,US current affairs,Yes,No,0,1,$0,"$1,164",50,"$1,263",47,Sat Jan 22 2022,True,Whales,LPs,Trades,Will Joe Biden's RCP job approval rating on January 21 be 42.2% or more?,0x197f584d54a166eb67be2eb2acc5d4b878f5604a
https://polymarketwhales.info/transactions?market=0xca6992881e2864de80f8a92f20143450a517bb78&page=1,1998,0.0,Will the majority of France’s starters kneel before the Euro 2020 match between Germany and France?,Sports,Yes,No,0,1,$0,"$3,881",1,$12,47,Tue Jun 15 2021,True,Whales,LPs,Trades,Will the majority of France’s starters kneel before the Euro 2020 match between Germany and France?,0xca6992881e2864de80f8a92f20143450a517bb78
https://polymarketwhales.info/transactions?market=0xa0da6148e5e6dde26e558ff73ce00eda5ee11879&page=1,3215,0.0,"NBA: Who will win the Kings vs. City Thunder, scheduled for February 28 (9 PM ET)?",Sports,Kings,City Thunder,1,0,$0,$443,192,"$2,005",47,Mon Feb 28 2022,True,Whales,LPs,Trades,"NBA: Who will win the Kings vs. City Thunder, scheduled for February 28 (9 PM ET)?",0xa0da6148e5e6dde26e558ff73ce00eda5ee11879
https://polymarketwhales.info/transactions?market=0xdfc0ba440ba49ec30caa9bfea4385430da798107&page=1,2639,0.0,NHL: Will the Senators beat the Canadiens by more than 1.5 goals in their February 26 matchup (7 PM ET)?,Sports,Yes,No,0,1,$0,"$1,633",200,"$3,146",47,Sat Feb 26 2022,True,Whales,LPs,Trades,NHL: Will the Senators beat the Canadiens by more than 1.5 goals in their February 26 matchup (7 PM ET)?,0xdfc0ba440ba49ec30caa9bfea4385430da798107
https://polymarketwhales.info/transactions?market=0x5ba1744447b4d7c99bb2f9f49cb6de4e9352a482&page=1,3021,0.0,Will Matthew Stafford have the most passing yards in the 2021 NFL season on November 27th?,Sports,Yes,No,0,1,$0,$859,0,"$5,938",47,Sat Nov 27 2021,True,Whales,LPs,Trades,Will Matthew Stafford have the most passing yards in the 2021 NFL season on November 27th?,0x5ba1744447b4d7c99bb2f9f49cb6de4e9352a482
https://polymarketwhales.info/transactions?market=0x7a4e35fbed1414516838b18002583ee9fa8a7606&page=1,2872,0.0,"NHL: Will the Hurricanes beat the Leafs by more than 1.5 goals in their March 17, 7:00 PM ET matchup?",Sports,Yes,No,0,1,$0,"$1,162",200,$15,47,Thu Mar 17 2022,True,Whales,LPs,Trades,"NHL: Will the Hurricanes beat the Leafs by more than 1.5 goals in their March 17, 7:00 PM ET matchup?",0x7a4e35fbed1414516838b18002583ee9fa8a7606
https://polymarketwhales.info/transactions?market=0xdb261b256496a317a99a4aa302cb36274694cf83&page=1,2597,0.0,FIDE World Chess Grand Prix 2022 Leg #2: Will Alexander Grischuk win Pool A?,Chess,Yes,No,0,1,$0,"$1,713",300,$0,47,Mon Mar 14 2022,True,Whales,LPs,Trades,FIDE World Chess Grand Prix 2022 Leg #2: Will Alexander Grischuk win Pool A?,0xdb261b256496a317a99a4aa302cb36274694cf83
https://polymarketwhales.info/transactions?market=0x942a3d2f69f30998b52289f9f78f3f1b98b4fdd6&page=1,2896,0.0,Will Chelsea win the 2021-22 UEFA Champions League?,Sports,Yes,No,0,1,$0,"$1,111",300,"$3,924",47,Sat May 28 2022,True,Whales,LPs,Trades,Will Chelsea win the 2021-22 UEFA Champions League?,0x942a3d2f69f30998b52289f9f78f3f1b98b4fdd6
https://polymarketwhales.info/transactions?market=0xbd484cf92cbae94c075c5df7b81a32aaeb9ef2d4&page=1,3286,0.0,"NBA: Will the Bucks beat the Timberwolves by more than 3.5 points in their March 19, 5:10 PM ET matchup?",Sports,Yes,No,0,1,$0,$252,150,$10,47,Sat Mar 19 2022,True,Whales,LPs,Trades,"NBA: Will the Bucks beat the Timberwolves by more than 3.5 points in their March 19, 5:10 PM ET matchup?",0xbd484cf92cbae94c075c5df7b81a32aaeb9ef2d4
https://polymarketwhales.info/transactions?market=0xe5c4e72b25bcec35cfc1f579df8103d05053f7e0&page=1,1705,0.0,"Will Rainbow airdrop a native token by March 31st, 2022?",Crypto,Yes,No,0,1,$0,"$6,039",25,"$3,449",47,Thu Mar 31 2022,True,Whales,LPs,Trades,"Will Rainbow airdrop a native token by March 31st, 2022?",0xe5c4e72b25bcec35cfc1f579df8103d05053f7e0
https://polymarketwhales.info/transactions?market=0xe99dad7186546f30ba085500d6cd69a7c227ee71&page=1,3270,0.0,NHL: Will the Oilers beat the Golden Knights by more than 1.5 goals in their February 8 matchup (9 PM ET)?,Sports,Yes,No,0,1,$0,$310,300,$50,47,Tue Feb 08 2022,True,Whales,LPs,Trades,NHL: Will the Oilers beat the Golden Knights by more than 1.5 goals in their February 8 matchup (9 PM ET)?,0xe99dad7186546f30ba085500d6cd69a7c227ee71
https://polymarketwhales.info/transactions?market=0x46da1a059cf345bcf3c5eed2d833a8d8cb1d9615&page=1,2103,0.0,"Will Showtime airdrop a native token by March 31st, 2022?",Crypto,Yes,No,0,1,$0,"$3,350",25,"$3,743",47,Thu Mar 31 2022,True,Whales,LPs,Trades,"Will Showtime airdrop a native token by March 31st, 2022?",0x46da1a059cf345bcf3c5eed2d833a8d8cb1d9615
https://polymarketwhales.info/transactions?market=0xd3f468bd4089111c385ad4a95a1ee6f733683336&page=1,2670,0.0,Who will win Canadiens v. Golden Knights: Semifinals Game 1?,Sports,Canadiens,Golden Knights,0,1,$0,"$1,560",99,$0,48,Mon Jun 14 2021,True,Whales,LPs,Trades,Who will win Canadiens v. Golden Knights: Semifinals Game 1?,0xd3f468bd4089111c385ad4a95a1ee6f733683336
https://polymarketwhales.info/transactions?market=0x395189274b111aa1395d15cbedcec3d004aeaf6a&page=1,3004,0.0,NHL: Will the Predators beat the Stars by more than 1.5 goals in their February 24 matchup (8.30 PM ET)?,Sports,Yes,No,0,1,$0,$877,250,$83,48,Thu Feb 24 2022,True,Whales,LPs,Trades,NHL: Will the Predators beat the Stars by more than 1.5 goals in their February 24 matchup (8.30 PM ET)?,0x395189274b111aa1395d15cbedcec3d004aeaf6a
https://polymarketwhales.info/transactions?market=0x606b522dc9bf4abf418c7e6541f82f917e56e7dc&page=1,3280,0.0,NHL: Will the Golden Knights beat the Coyotes by more than 1.5 goals in their April 9 matchup (10 PM ET)?,Sports,Yes,No,1,0,$0,$266,150,"$3,695",48,Sat Apr 09 2022,True,Whales,LPs,Trades,NHL: Will the Golden Knights beat the Coyotes by more than 1.5 goals in their April 9 matchup (10 PM ET)?,0x606b522dc9bf4abf418c7e6541f82f917e56e7dc
https://polymarketwhales.info/transactions?market=0xddbb1ea85d8d9c3ed74bb544e395112d5a12a838&page=1,1238,0.0,"Will Osmosis suffer an exploit by March 31st, 2022?",Crypto,Yes,No,0,1,$0,"$12,200",3,"$3,317",48,Thu Mar 31 2022,True,Whales,LPs,Trades,"Will Osmosis suffer an exploit by March 31st, 2022?",0xddbb1ea85d8d9c3ed74bb544e395112d5a12a838
https://polymarketwhales.info/transactions?market=0xff5ef1973cb9318e29ca6df8fe8e70580ecd5e9a&page=1,1227,0.0,Will weekly jobless claims exceed 373K for the week ending on July 10?,Business,Yes,No,0,1,$0,"$12,364",0,"$40,191",48,Thu Jul 15 2021,True,Whales,LPs,Trades,Will weekly jobless claims exceed 373K for the week ending on July 10?,0xff5ef1973cb9318e29ca6df8fe8e70580ecd5e9a
https://polymarketwhales.info/transactions?market=0x55c5cd27ffd7c0800ddee94059b863cd2970d919&page=1,2841,0.0,Will Finland or Russia win their Euro 2020 match?,Sports,Finland,Russia,0,1,$0,"$1,207",129,$0,48,Wed Jun 16 2021,True,Whales,LPs,Trades,Will Finland or Russia win their Euro 2020 match?,0x55c5cd27ffd7c0800ddee94059b863cd2970d919
https://polymarketwhales.info/transactions?market=0xc169b9d975ebec426e601b8404c9c978e627488f&page=1,1756,0.0,"Will Coinbase’s NFT marketplace be live by February 1st, 2022?",Crypto,Yes,No,0,1,$0,"$5,588",57,$264,48,Tue Feb 01 2022,True,Whales,LPs,Trades,"Will Coinbase’s NFT marketplace be live by February 1st, 2022?",0xc169b9d975ebec426e601b8404c9c978e627488f
https://polymarketwhales.info/transactions?market=0xbea53b10781dba212a17f6a40cb5260dd0f8f560&page=1,3264,0.0,NHL: Will the Bruins beat the Hurricanes by more than 1.5 goals in their February 10 matchup (7 PM ET)?,Sports,Yes,No,0,1,$0,$329,300,$0,49,Thu Feb 10 2022,True,Whales,LPs,Trades,NHL: Will the Bruins beat the Hurricanes by more than 1.5 goals in their February 10 matchup (7 PM ET)?,0xbea53b10781dba212a17f6a40cb5260dd0f8f560
https://polymarketwhales.info/transactions?market=0x308c16fcb67e08921f30fc35c2f56265b1b19ab7&page=1,2970,0.0,International soccer: Will there be 4 or more goals in Greece v. Spain game on November 11?,Sports,Yes,No,0,1,$0,$932,190,"$4,560",49,Thu Nov 11 2021,True,Whales,LPs,Trades,International soccer: Will there be 4 or more goals in Greece v. Spain game on November 11?,0x308c16fcb67e08921f30fc35c2f56265b1b19ab7
https://polymarketwhales.info/transactions?market=0x6bf7cca3dada3cc266ddb7c069b982bf819c1490&page=1,2969,0.0,Will President Biden mention Trump in his press conference on January 19?,Politics,Yes,No,1,0,$0,$934,29,$295,49,Wed Jan 19 2022,True,Whales,LPs,Trades,Will President Biden mention Trump in his press conference on January 19?,0x6bf7cca3dada3cc266ddb7c069b982bf819c1490
https://polymarketwhales.info/transactions?market=0x2affefcb77ece8cf08cb09c0e8170891fe08eaef&page=1,3202,0.0,NBA: Will the Nuggets beat the Trail Blazers by more than 10.5 points in their January 13 matchup?,Sports,Yes,No,1,0,$0,$490,10,$8,49,Thu Jan 13 2022,True,Whales,LPs,Trades,NBA: Will the Nuggets beat the Trail Blazers by more than 10.5 points in their January 13 matchup?,0x2affefcb77ece8cf08cb09c0e8170891fe08eaef
https://polymarketwhales.info/transactions?market=0x9665e99405b6c5a9ba390321339f8cdaa0650a01&page=1,3078,0.0,NHL: Will the Wild beat the Ducks by more than 1.5 goals in their January 14 matchup?,Sports,Yes,No,1,0,$0,$720,350,$0,49,Fri Jan 14 2022,True,Whales,LPs,Trades,NHL: Will the Wild beat the Ducks by more than 1.5 goals in their January 14 matchup?,0x9665e99405b6c5a9ba390321339f8cdaa0650a01
https://polymarketwhales.info/transactions?market=0xe1fa6dfaa3fbe55f104da8ed6dd30f5fb817dd0f&page=1,2498,0.0,Will Alexandra Botez/David Hoffman or Leighton Cusack/Cyrus Younessi win their Top Signal 2v2 chess match?,Chess,Botez Hoffman,Cusack Younessi,1,0,$0,"$1,981",1000,"$28,027",49,Thu Aug 12 2021,True,Whales,LPs,Trades,Will Alexandra Botez/David Hoffman or Leighton Cusack/Cyrus Younessi win their Top Signal 2v2 chess match?,0xe1fa6dfaa3fbe55f104da8ed6dd30f5fb817dd0f
https://polymarketwhales.info/transactions?market=0x0a1afb44ec48ca8f7c6c82bc49a1be6e1958c632&page=1,2889,0.0,NHL: Will the Maple Leafs beat the Stars by more than 1.5 goals in their March 15 matchup (7 PM ET)?,Sports,Yes,No,1,0,$0,"$1,125",200,$31,49,Tue Mar 15 2022,True,Whales,LPs,Trades,NHL: Will the Maple Leafs beat the Stars by more than 1.5 goals in their March 15 matchup (7 PM ET)?,0x0a1afb44ec48ca8f7c6c82bc49a1be6e1958c632
https://polymarketwhales.info/transactions?market=0x592cf3df6eaba148dba433e9cf4e4f7106d58182&page=1,3094,0.0,NHL: Will the Rangers beat the Canucks by more than 1.5 goals in their February 27 matchup (7.30PM ET)?,Sports,Yes,No,0,1,$0,$693,200,"$1,304",49,Sun Feb 27 2022,True,Whales,LPs,Trades,NHL: Will the Rangers beat the Canucks by more than 1.5 goals in their February 27 matchup (7.30PM ET)?,0x592cf3df6eaba148dba433e9cf4e4f7106d58182
https://polymarketwhales.info/transactions?market=0x06a6ea99d8fd01eb6224b86c71bf645f8e5e6294&page=1,3012,0.0,Will the winning margin of the 2021 Tour de France be less than 1 minute?,Sports,Yes,No,0,1,$0,$869,21,"$3,109",49,Sun Jul 18 2021,True,Whales,LPs,Trades,Will the winning margin of the 2021 Tour de France be less than 1 minute?,0x06a6ea99d8fd01eb6224b86c71bf645f8e5e6294
